sentiment,content
0,@daynah it doesn't work with the iPhone yet   I love it for the simplicity but I need to be able to sort tasks on my iPhone to be useful
2,@rkref are you making fun of the @cspan call-in guy?
2,@yesbabyyes Hi Its not about howmany people follow you its about how much you help others
1,@BeckyLopez Happy Mother's Day!
2,just been playin out i am all itchy now  it was fun
1,@JonathanRKnight you're so gorgeous!!
2,@stevyncolgan What are you confused about?
0,@vmlemon i dont like #kde since ver. 4.0 its like vista  #fail
0,needs a non-long distance boyfriend/girlfriend. Watching Sonny with A Chance
2,watchin Gilmore Girlz
1,sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys
0,I totally needed that sleep.  need to stretch and wash though now.
2,@xbron http://twitpic.com/41dbn - :o I See Your Dog..  Bella..?
1,@blueskiesxj  i like yours too   i enjoy your photography. =]
1,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew
2,@supjoya they really do. it is a crying shame.
1,"Laura's gone for the weekend, I miss her already!"
1,Don't really wanna go school on Monday to be honest
1,@Djsparkx lmao yeaa iight n u shuld put tha c.b flick up w. Panties on ur head .. juss a joke
0,When r these DAMN exams ever gone b over and done with?  i wanna b out in the sun
0,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO."
1,@bryanhowl  @kat10187  You guys can make it through!
2,"I can't believe how many people think it is great that I passed the quiz, &quot;how blond are you?&quot; on Facebook.  I am very blond!"
1,@LorenaHeletea Thanks for the well wishes and hope ur day is also quite successful
1,Anybody seen @MissPlush??? Where is my Twinster
0,is not liking the online livebox right now. Internet is dead.
1,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
1,i hope i can find a store to take us
2,"48 Laws of Power by Robert Greene. It's a little bit much for me, but is anyone interested in a copy? DM me if you are"
2,Someone just fuck up birthday sex for me ...  he basically said the song is about a nigga being selfish ... Listen to the song carefully
1,can't wait to watch the next season of heroes
2,"3,144 words later, it's bedtime"
2,Now I remembered the password
0,Wow slept in with no dolidh here to wake me up
0,All the food in my house has sugar ants in it
0,@abbey_marie Stick with me kidd...you'll be alright (there's a whole sketchy world out there waiting to be taken advantage of
1,"@vmahmud I am at my office now, dude. yeah, get one!!! come on, let's go live! geez, all u need is time to practice. U'll get used to it"
2,Watching h&amp;a! Got new photos for myy room  Waiting for Ulise to get home.
0,"Aw, Zach wasn't feeling well  Hope he gets better. So babysitting was canceled."
2,@publicvoid_dk No problem
1,"@iloveicetea haha when is it? good luck babe  &amp; UPLOAD A PHOTO, WILL YA ?"
1,And the Sun is shinning.........at last
1,"@midsomerlover :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!"
0,Fml just ran a mile.. And I just got scraped by my yearbook and I got 1/10 on my math test. Eff today
1,"@MzWhatThePuck Good luck  I wanna see them again too. I waited outside by their buses to see them before, no autographs tho!"
0,@Juggernautt I broke my ipod
2,@officialTila Fashion show?? What was this I heard about dating a tweeter? Trying to catch up.. but soo much going on..
0,@MsPrincessLala @AshleyNicole305  someone is ignoring me  &amp; being mean..
1,@greggrunberg Or a wonderful talking alarm call from I-Phone or Bed side Alarm call! I can just imagine the wake up messages lol
0,"Welcome @MarcCall !!! Let me suggest to you @fakejohnpiper and @fakepastormark. You'll love 'em! In other news, my algae fish died today"
2,sooo reluctant to study for finals right now.... but i have to
0,@JonathanRKnight Thanks so much Jon.....same to your mom    That is so sweet of you to think of all of us
1,shout out to Sanjeev! thank you for being my first follower  on twitter.
2,Goodnight and Goodbye ?
0,This is exactly y I hate driving thru dandy - sittin at lights next to a car of asians who r callin out to me &amp; 1 held up a knife  scum!
2,@nicchick I have seen that you are following SEO &amp; Marbella We are making a SEO Event here in Marbella  Do you speak spanish?
0,stupid weather
1,Obama is the ish!!!!  he is funny!
2,@MrBillyBones Twitpic won't show me the picture
0,I totally forgot my phone at home this morning
0,Can't wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.
2,"@ArvindRocks - No work, but gotta be here till 9pm  Enna kodumai sir idhu..."
0,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes
2,@JerrysWifey23 Thanks
0,@Nora_78 I'm sowwy u have to work w/an idiot. I will call u if u want. Just to break up ur day.
2,"If any one is looking for @pembrokedave he is now at @PembsDave  (And if you don't know him yet, follow him anyways, good guy)"
0,@cnystedt Good morning! I certainly did
1,"@dashkaaa we always miss each other, don't we?"
0,Thinking about getting up for work
0,more work to do
0,Cramps . . .
1,"done with the exams. oh my. such a nerve-wracking experience! passed it, though."
1,@BecThomasPhoto It's your inherent humility
2,In this exact moment i have decided that in some point in my life.. i am going to adopt a child
0,Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc's waitin'
0,sore throat and a headache starting on a friday is not a good sign
2,I have tea! &amp; have just found a picture of the big snail from the walk yesterday.
2,Got let go today
1,"Tonight, will be a good night  &lt;3"
1,Brilliant weekend.  BRILLIANT I SAY!    In work now and actually working .
0,I dont think my twitpic is working
2,@DarrenRoberts I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now
1,@chuckdarw1n whew! thassa relief
1,"is now following Chester Bennington, awesome!"
1,@MissLDN What was the compiment? I'm glad you're having a good time.
0,Pleeaaasee come out sun
2,listeninq to music; Butterfly Fly Away - Miley Cyrus
2,I wish I had company
0,@Mfjmaf Namaskar &amp; Namaste r both the same. Marathi people say Namaskar! its a marathi word.... should i ? ...naaaah !
0,I feel sick. And I have a solo tonight at my vocal jazz concert.  great
0,Realizing that I don't have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!
1,"@alicedric can't wait for it. i love your scripts. honestly, you should have a future career as a script writer  - Stock Twits"
0,http://twitpic.com/665e9 - i miss this place
0,Deathstar destroys Starship Enterprice http://bit.ly/2agcTh Can't get enough of this video  #starwars #startrek
0,@JustinofG4P i hope you feel better
1,listening to the best days of your life by kellie pickler
0,This is dumb. I keep losing followers!
0,"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there"
1,@rajtilak thanks for the followfriday promo.
2,@JennLovesM5 yeah whatever...in your twisted mind maybe! ;) LOL  ... oh wait that's mine too!!
2,@KatStopFeeling i widddd but i'll be on a bus to london    &amp; also
1,I just love it when  hot policemen come into my work
0,Good morning twitterland. Happy Monday
1,"@Yasmine32068 LOL I do too.... I can't take him back, I lost my receipt!"
2,@nambucom I'm waiting for it so I can get back to Nambu which stopped working on 10.5.7  (for me)
0,I hate the &quot;out-of-nowhere&quot; stuff...
0,Sounds like there's a party up the street.  I guess they forgot to invite me
1,is excited about so R and R for mother's day
0,@TheReal_RedBone stop that babe u makin me feel very bad now! :/
0,...No more adventure time
1,"@sierrabardot whaatttaatttt! she is a good cook and really creative, silly sierra"
2,is tired and about to go to sleep. night everyone
0,"Well, my aunts dog died. I understand how devastated she is. I'll probably head over there soon for support"
1,@macaronigirl Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.
1,@genehiga Congrats on the knottie man!
0,5-4-09 what do you think ill be doing tonight
0,JoBo's tired of getting off work at 7
1,@ BeardBurk: Their being optimistic
0,"@krisreyes here btw, this is not a bot"
0,how i wish the result IS true...
2,Just woke from the longest sleep in months-so nice! Now to get some work done so i'm prepped for next wk &amp; free for K coming home tonight
0,@Dtballa2322 I want to Forgive and Forget this! Please and I dont like him I promise I am going to live without drama for now!So Please
1,Less than 24 hrs until GRADUATION!!! Going out tonight to celebrate
1,"@tashababyyy i'm getting them this weekend. aw, i really want you to!"
2,@verygraceless No Trump casino in Vegas.
2,ok bye alex have fun today
0,@EileenLeft I am disappointed in the lad. I think he unfollowed me. @ryking is not showing me the love.
2,@tarajean09 What's for dinner?
2,is actual gonna need a new job and not just want
0,@helloinsightful CEREAL DOESNT COME WITH TOYS ANYMORE!. i jus been thinkin i was buyin the wrong kinds  say it aint so Mo.
0,@ReRobb maybe tonights the night to pick it up again?
1,"@nilsipilsifan Hehe. Yeah, me too.  or I would totally write it. XD"
2,"now, in a weird mood  muahaz"
1,@ManBag79 awww I love me some charlies  we are enjoying some lucky food LOL
2,@grentone Content content content .... gah! Story of my life right now - thx for reminding me. That's what I should be doing v. Tweeting
0,saddest celeb story of the week  http://bit.ly/h09Ph
0,Thinking about opening MacMaze sources as I don't have time to work on it anymore
2,Least u can get some more! Im broke
1,Happy Mother's Day to all the moms out there! Special shout to my momma...Luv ya! And Pat....even though you're a Jehovah's Witness
1,is excited for tonight's party of ron  http://plurk.com/p/sujth
1,@Jesse_Attack thanks dude!
2,@StephReayy we are going all out!
0,@leelougheed no deal I want it as well as my netbook and iPhone please
1,"@SunnyBuns Haha, you didn't do anything wrong."
1,Relaxing after a busy week and a tedious Saturday . . .
0,"Season 1 of Lie To Me was serious. Damn, now here comes the wait."
0,looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.
0,"@nickiminaj Nicklaus!!!!!  Iï¿½m MAD I missed you out in VA last night, I was gonna snatch you up and make you wifey!!! 2009 is MINEE"
1,Good Morning Sunshines!
2,@mozy19  thanks!
0,"the muscle in my back is cramping up, hurts so bad! owww"
1,michelle is a hot mama with chichis grande
0,Just found out a friend and his son fell down a 25ft shaft onto concrete today. They are alive at least. Don't know much else.
0,@dagadong  probably why he's still married to Joan perhaps?
0,i didnt get a hug today
1,Packing gym bag. Off to the gym in a bit. Squee! I'm my happiest whem I'm on the go.
0,@PoynterJones can I join you in your jealousy?  :L
0,@heyheykarla I'm sorry about your car. I feel for you...
0,@shadowcelery It's great
2,says from now it will be impossible to Plurk from work  system administrators closed the access in the firew... http://plurk.com/p/x25jw
0,Had a lovely day with mama cuppy
0,@sharlynnx aww thank you  so is yours xx
0,Working during graduation. What a shame.
2,on way to work
1,"Headed home, see yall in the A.M. Tweets"
1,"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning"
0,"@Zobi09 Haha yes I do  it's hard work, too! I didn't get home until 3:00 AM, not like I sleep haha."
2,Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!
0,@jpadamson I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account
1,Happy anniversary to @tayloredot and @hellohouston. You know whyyyy. Three years baby!!!
